album_artist,album,track,title,artist,duration,catalog_date
Vince Guaraldi,In Person,01/09,Zelão,Vince Guaraldi,270.576000,2019-08-18
Vince Guaraldi,In Person,02/09,On Green Dolphin Street,Vince Guaraldi,353.776327,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,06/12,"El Matador (Live At El Matador, San Francisco, CA   1966)",Vince Guaraldi And Bola Sete,274.056000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,10/12,O Morro Nao Tem Vez (Live),Vince Guaraldi And Bola Sete,530.712000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,08/12,Nobody Else (Live),Vince Guaraldi And Bola Sete,144.216000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,03/12,Star Song,Vince Guaraldi And Bola Sete,286.728000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,02/12,Mambossa,Vince Guaraldi And Bola Sete,518.712000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,12/12,People (Live),Vince Guaraldi And Bola Sete,234.384000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,04/12,Moon Rays,Vince Guaraldi And Bola Sete,421.392000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,07/12,I'm A Loser (Live),Vince Guaraldi And Bola Sete,158.040000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,09/12,More (Theme From Mondo Cane),Vince Guaraldi And Bola Sete,276.552000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,11/12,Black Orpheus Suite (Live),Vince Guaraldi And Bola Sete,653.880000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,05/12,Days Of Wine And Roses,Vince Guaraldi And Bola Sete,322.536000,2019-08-18
Vince Guaraldi And Bola Sete,Vince & Bola,01/12,Casaba,Vince Guaraldi And Bola Sete,474.720000,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),01/09,Mr. Lucky,Vince Guaraldi Trio,173.270204,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),08/09,Dor Que Faz Doer,Vince Guaraldi Trio,172.248000,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),05/09,Treat Street,Vince Guaraldi Trio,180.271020,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),06/09,Star Song,Vince Guaraldi Trio,216.552000,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),03/09,Corcovado,Vince Guaraldi Trio,201.600000,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),09/09,Brasilia,Vince Guaraldi Trio,228.552000,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),02/09,What Kind Of Fool Am I,Vince Guaraldi Trio,246.120000,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),07/09,Whirlpool,Vince Guaraldi Trio,231.912000,2019-08-18
Vince Guaraldi Trio,The Latin Side Of Vince Guaraldi (Remastered),04/09,Work Song,Vince Guaraldi Trio,253.632000,2019-08-18
Vince Guaraldi,Alma-Ville,02/09,Cristo Redentor,Vince Guaraldi,291.264000,2019-08-18
Vince Guaraldi,Alma-Ville,03/09,Detained in San Ysidro,Vince Guaraldi,213.408000,2019-08-18
Vince Guaraldi,Alma-Ville,09/09,Jambo's,Vince Guaraldi,449.976000,2019-08-18
Vince Guaraldi,Alma-Ville,05/09,Uno y uno,Vince Guaraldi,134.304000,2019-08-18
Vince Guaraldi,Alma-Ville,01/09,The Masked Marvel,Vince Guaraldi,320.928000,2019-08-18
Vince Guaraldi,Alma-Ville,08/09,Watch What Happens,Vince Guaraldi,254.904000,2019-08-18
Vince Guaraldi,Alma-Ville,06/09,Alma-Ville,Vince Guaraldi,275.784000,2019-08-18
Vince Guaraldi,Alma-Ville,07/09,Rio From the Air,Vince Guaraldi,375.048000,2019-08-18
Vince Guaraldi,North Beach,09/09,Cast Your Fate to the Wind (Alternate Take),Vince Guaraldi,171.384000,2019-08-18
Vince Guaraldi,North Beach,01/09,Cast Your Fate to the Wind,Vince Guaraldi,228.216000,2019-08-18
Vince Guaraldi,North Beach,02/09,Autumn Leaves,Vince Guaraldi,436.728000,2019-08-18
Vince Guaraldi,North Beach,07/09,Cabaret,Vince Guaraldi,461.208000,2019-08-18
Vince Guaraldi,North Beach,08/09,Masked Marvel,Vince Guaraldi,342.384000,2019-08-18
Vince Guaraldi,North Beach,04/09,Lucifer's Lady,Vince Guaraldi,407.880000,2019-08-18
Vince Guaraldi,North Beach,03/09,Your Song,Vince Guaraldi,358.392000,2019-08-18
Vince Guaraldi,North Beach,06/09,Linus and Lucy,Vince Guaraldi,252.552000,2019-08-18
Vince Guaraldi,North Beach,05/09,It Was a Very Good Year,Vince Guaraldi,450.888000,2019-08-18
Specifics,II,07,Lampin,Specifics,181.028571,2019-08-18
Specifics,II,09,Fresh,Specifics,229.041633,2019-08-18
Specifics,II,11,With J,Specifics,218.044082,2019-08-18
Specifics,II,08,Interlude,Specifics,70.034286,2019-08-18
Specifics,II,03,It Ain't Us,Specifics,182.047347,2019-08-18
Specifics,II,12,You,Specifics,202.031020,2019-08-18
Specifics,II,13,Let's Get,Specifics,217.861224,2019-08-18
Specifics,II,01,My Tunes,Specifics,260.048980,2019-08-18
Specifics,II,02,Life's Work,Specifics,169.038367,2019-08-18
Specifics,II,05,Look Alive,Specifics,215.040000,2019-08-18
Specifics,II,06,L City,Specifics,219.036735,2019-08-18
Specifics,II,04,Don't Get It Twist,Specifics,220.029388,2019-08-18
Specifics,Lonely City,15,That Is Why,Specifics,237.671333,2019-08-18
Specifics,Lonely City,08,Dreams,Specifics,324.007167,2019-08-18
Specifics,Lonely City,05,Lonely City,Specifics,258.355422,2019-08-18
Specifics,Lonely City,09,Interlude,Specifics,86.961833,2019-08-18
Specifics,Lonely City,11,Patience,Specifics,202.171922,2019-08-18
Specifics,Lonely City,10,Put Ya Hands Up,Specifics,297.897756,2019-08-18
Specifics,Lonely City,14,The Kid Is Back,Specifics,215.787422,2019-08-18
Specifics,Lonely City,04,Take Me Back,Specifics,291.872500,2019-08-18
Specifics,Lonely City,13,Under The Hood,Specifics,256.294833,2019-08-18
Specifics,Lonely City,02,Tgim,Specifics,257.233833,2019-08-18
Specifics,Lonely City,16,Outro,Specifics,169.724256,2019-08-18
Specifics,Lonely City,03,Craigüfs House,Specifics,338.040000,2019-08-18
Specifics,Lonely City,06,Backroads Pt.1,Specifics,92.282833,2019-08-18
Specifics,Lonely City,07,Backroads Pt.2,Specifics,166.620333,2019-08-18
Specifics,Lonely City,12,Thats Just Gold,Specifics,249.878333,2019-08-18
Lupe Fiasco,Lupe Fiasco's Food & Liquor,11,Hurt Me Soul,Lupe Fiasco,262.922449,2019-08-18
Lupe Fiasco,Lupe Fiasco's Food & Liquor,7,He Say She Say (feat. Gemini and Sarah Green),Lupe Fiasco;Gemini;Sarah Green,252.290612,2019-08-18
Lupe Fiasco,Lupe Fiasco's Food & Liquor,8,Sunshine,Lupe Fiasco,235.546122,2019-08-18
Lupe Fiasco,Lupe Fiasco's Food & Liquor,4,"Kick, Push",Lupe Fiasco,254.511020,2019-08-18
Lupe Fiasco,Lupe Fiasco's Food & Liquor,5,I Gotcha,Lupe Fiasco,238.706939,2019-08-18
,Here & Now,03,"Feel Good (feat. Ahnom, Trace Blam & Spycc)",SoulChef,221.178776,2019-08-18
,Here & Now,10,Only For Entertainment (feat. Awon),SoulChef,238.785306,2019-08-18
,Good Vibes,01,I Won't Follow You (feat. Nieve),Soulchef,192.705306,2019-08-18
,The Collection Vol. 1,12,Recuerdos,SoulChef,211.722449,2019-08-18
,Escapism,12,First Class (feat Nicholas Smalc),SoulChef,159.791020,2019-08-18
,Escapism,03,Fank Valli (feat. The Outfit),SoulChef,214.674286,2019-08-18
,Escapism,16,Blind Man See (feat. The 49ers),SoulChef,167.026939,2019-08-18
,,,Check The Bluprints - Kero One (HAZZY Remix),Kero One,284.891429,2019-08-18
Hazzy,Glitter,10/10,Nooning,Hazzy,259.993832,2019-08-18
Hazzy,Glitter,4/10,Morning Cafe,Hazzy,258.043356,2019-08-18
Hazzy,Glitter,9/10,Happy Living,Hazzy,217.524535,2019-08-18
Hazzy,Glitter,2/10,Street Of Dreams,Hazzy,249.057234,2019-08-18
Hazzy,Glitter,1/10,When You Wish Upon A Star,Hazzy,254.026304,2019-08-18
Hazzy,Glitter,5/10,Meguri Ai,Hazzy,243.972063,2019-08-18
Hazzy,Glitter,3/10,Wish,Hazzy,252.517007,2019-08-18
Hazzy,Glitter,7/10,Smile,Hazzy,246.549478,2019-08-18
Hazzy,Glitter,8/10,Breath Of Love,Hazzy,238.979773,2019-08-18
A Tribe Called Quest,The Low End Theory,13,What?,A Tribe Called Quest,148.587678,2019-08-18
A Tribe Called Quest,The Low End Theory,15,Check The Rhime (Mr. Muhammad's mix) (Bonus Track Only Japan Edition),A Tribe Called Quest,219.222778,2019-08-18
A Tribe Called Quest,The Low End Theory,06,Show Business,A Tribe Called Quest,233.485656,2019-08-18
A Tribe Called Quest,The Low End Theory,08,The Infamous Date Rape,A Tribe Called Quest,173.691356,2019-08-18
A Tribe Called Quest,The Low End Theory,07,Vibes And Stuff,A Tribe Called Quest,258.664478,2019-08-18
A Tribe Called Quest,The Low End Theory,04,Butter,A Tribe Called Quest,218.726456,2019-08-18
A Tribe Called Quest,The Low End Theory,05,Verses From The Abstract,A Tribe Called Quest,238.919100,2019-08-18
A Tribe Called Quest,The Low End Theory,11,Jazz (We've Got),A Tribe Called Quest,249.577078,2019-08-18
A Tribe Called Quest,The Low End Theory,12,Skypager,A Tribe Called Quest,132.992578,2019-08-18
A Tribe Called Quest,The Low End Theory,09,Check The Rhime,A Tribe Called Quest,216.924000,2019-08-18
A Tribe Called Quest,The Low End Theory,03,Rap Promoter,A Tribe Called Quest,133.358300,2019-08-18
A Tribe Called Quest,The Low End Theory,02,Buggin' Out,A Tribe Called Quest,217.550956,2019-08-18
A Tribe Called Quest,The Low End Theory,01,Excursions,A Tribe Called Quest,234.478300,2019-08-18
A Tribe Called Quest,The Low End Theory,14,Scenario,A Tribe Called Quest,251.484000,2019-08-18
A Tribe Called Quest,The Low End Theory,10,Everything Is Fair,A Tribe Called Quest,178.419525,2019-08-18
Hus & Libyus Creators,The Love Movement,6,Walking Lotus (Prod. Seasons' End),Hus & Libyus Creators,220.160000,2019-08-18
Hus & Libyus Creators,The Love Movement,2,Paradise Flight (Prod. DJ Okawari),Hus & Libyus Creators,180.192653,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",02,Get A Hold,A Tribe Called Quest,215.226056,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",08,Mind Power,A Tribe Called Quest,235.732178,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",04,Jam,A Tribe Called Quest,278.155025,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",15,Stressed Out (feat. Faith Evan),A Tribe Called Quest,296.048900,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",10,Keeping It Moving,A Tribe Called Quest,218.621978,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",05,Crew,A Tribe Called Quest,118.259525,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",13,What Really Goes On,A Tribe Called Quest,203.758300,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",06,The Pressure,A Tribe Called Quest,182.938700,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",11,Baby Phife's Return,A Tribe Called Quest,198.690525,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",03,Motivators,A Tribe Called Quest,200.545225,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",14,Word Play,A Tribe Called Quest,179.699525,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",01,Phony Rappers,A Tribe Called Quest,216.114200,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",09,The Hop,A Tribe Called Quest,207.572178,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",12,Separate-Together,A Tribe Called Quest,98.328100,2019-08-18
A Tribe Called Quest,"Beats, Rhymes and Life",07,1nce Again (feat. Tammy Lucas),A Tribe Called Quest,228.914200,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,11,Mr. Muhammad,A Tribe Called Quest,215.170612,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,04,Footprints,A Tribe Called Quest,243.147755,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,08,Can I Kick It,A Tribe Called Quest,253.387755,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,09,Youthful Expression,A Tribe Called Quest,296.411429,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,07,Bonita Applebum,A Tribe Called Quest,229.355102,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,10,Rhythm (Devoted To The Art Of Moving Butts),A Tribe Called Quest,241.711020,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,14,Description Of A Fool,A Tribe Called Quest,341.185306,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,01,Push It Along,A Tribe Called Quest,461.583673,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,02,Luck Of Lucien,A Tribe Called Quest,275.173878,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,03,After Hours,A Tribe Called Quest,278.883265,2019-08-18
A Tribe Called Quest,People's Instinctive Travels And The Paths Of Rhythm,13,Go Ahead In The Rain,A Tribe Called Quest,238.053878,2019-08-18
A Tribe Called Quest,The Love Movement,14,The Love,A Tribe Called Quest,240.381978,2019-08-18
A Tribe Called Quest,The Love Movement,15,"Rock Rock Y'All (feat. Punchline, Wordsworth, Jane Doe & Mos Def)",A Tribe Called Quest,260.026056,2019-08-18
A Tribe Called Quest,The Love Movement,21,One Two Shit,A Tribe Called Quest,273.214694,2019-08-18
A Tribe Called Quest,The Love Movement,02,Find A Way,A Tribe Called Quest,203.000756,2019-08-18
A Tribe Called Quest,The Love Movement,13,Against The World (feat. Spanky),A Tribe Called Quest,241.452978,2019-08-18
A Tribe Called Quest,The Love Movement,11,Busta's Lament,A Tribe Called Quest,158.801556,2019-08-18
A Tribe Called Quest,The Love Movement,03,Da Booty,A Tribe Called Quest,200.989300,2019-08-18
A Tribe Called Quest,The Love Movement,06,Common Ground (Get It Goin' On),A Tribe Called Quest,169.511756,2019-08-18
A Tribe Called Quest,The Love Movement,08,His Name Is Mutty Ranks,A Tribe Called Quest,116.352578,2019-08-18
A Tribe Called Quest,The Love Movement,20,Jazz (We've Got) (Re-Recording),A Tribe Called Quest,258.690612,2019-08-18
A Tribe Called Quest,The Love Movement,12,Hot 4 U,A Tribe Called Quest,196.026056,2019-08-18
A Tribe Called Quest,The Love Movement,01,Start It Up,A Tribe Called Quest,198.847278,2019-08-18
A Tribe Called Quest,The Love Movement,07,4 Moms (feat. Spanky),A Tribe Called Quest,109.221156,2019-08-18
A Tribe Called Quest,The Love Movement,19,Oh My God (Remix),A Tribe Called Quest,242.233469,2019-08-18
A Tribe Called Quest,The Love Movement,10,Pad & Pen (feat. D-Life),A Tribe Called Quest,203.105225,2019-08-18
A Tribe Called Quest,The Love Movement,05,Like It Like That,A Tribe Called Quest,166.925656,2019-08-18
A Tribe Called Quest,Midnight Marauders,12,The Chase (Part 2),A Tribe Called Quest,242.520800,2019-08-18
A Tribe Called Quest,Midnight Marauders,03,Award Tour,A Tribe Called Quest,226.688000,2019-08-18
A Tribe Called Quest,Midnight Marauders,04,8 Million Stories,A Tribe Called Quest,262.034286,2019-08-18
A Tribe Called Quest,Midnight Marauders,05,Sucka Nigga,A Tribe Called Quest,244.897959,2019-08-18
A Tribe Called Quest,Midnight Marauders,15,Hot Sex,A Tribe Called Quest,166.295500,2019-08-18
A Tribe Called Quest,Midnight Marauders,01,Midnight Marauders Tour Guide,A Tribe Called Quest,45.139567,2019-08-18
A Tribe Called Quest,Midnight Marauders,06,Midnight (feat. Raphael Wiggins),A Tribe Called Quest,264.254678,2019-08-18
A Tribe Called Quest,Midnight Marauders,13,Lyrics To Go,A Tribe Called Quest,249.965711,2019-08-18
A Tribe Called Quest,Midnight Marauders,02,Steve Biko (Stir It Up),A Tribe Called Quest,191.582041,2019-08-18
A Tribe Called Quest,Midnight Marauders,11,Keep It Rollin' (feat. Large Professor),A Tribe Called Quest,186.122456,2019-08-18
A Tribe Called Quest,Midnight Marauders,08,Electric Relaxation,A Tribe Called Quest,243.591878,2019-08-18
A Tribe Called Quest,Midnight Marauders,09,Clap Your Hands,A Tribe Called Quest,196.388567,2019-08-18
A Tribe Called Quest,Midnight Marauders,14,God Lives Through,A Tribe Called Quest,255.059589,2019-08-18
A Tribe Called Quest,Midnight Marauders,07,We Can Get Down,A Tribe Called Quest,259.317551,2019-08-18
A Tribe Called Quest,Midnight Marauders,10,Oh My God,A Tribe Called Quest,210.468567,2019-08-18
A Tribe Called Quest,Oh My God,05/05,Oh My God (Kool Summer Vibe Mix),A Tribe Called Quest,200.646525,2019-08-18
A Tribe Called Quest,Oh My God,01/05,Oh My God (UK Flavour Radio Mix),A Tribe Called Quest,233.508550,2019-08-18
A Tribe Called Quest,Oh My God,03/05,Oh My God (Master Mix),A Tribe Called Quest,439.066100,2019-08-18
A Tribe Called Quest,Oh My God,02/05,Oh My God (Red Eye Mix),A Tribe Called Quest,233.508550,2019-08-18
A Tribe Called Quest,People's Instinctive Remixes,5/6,Bonita Applebum (Hootie mix),A Tribe Called Quest,199.288163,2019-08-18
A Tribe Called Quest,People's Instinctive Remixes,1/6,Can I Kick It (Boiler House mix),A Tribe Called Quest,401.110204,2019-08-18
Lord Finesse,Diggin' On Blue,01/01,Diggin On Blue,Lord Finesse,3611.642878,2019-08-18
Lord Finesse,The Awakening,11,"Speak Ya Peace (Feat. Marquee, Diamond, & AG)",Lord Finesse,295.549378,2019-08-18
,Rare And Unreleased,15,Alone (feat. Big L & Marquee),Stephen Simmons,242.233469,2019-08-18
,King Of Diggin',01,King Of Diggin',Muro & Lord Finesse,5556.218756,2019-08-18
Lord Finesse,Rare & Unreleased Vol. 2,08/18,Uptown Style (Laidback Bounce Mix),Kirk,257.697959,2019-08-18
Lord Finesse,Rare & Unreleased Vol. 2,04/18,Untitled,Grand Puba,184.189388,2019-08-18
Jeru The Damaja,Me Or The Papes,02,"Me, Not The Paper (Remix Dirty)",Jeru The Damaja,239.833425,2019-08-18
Jeru The Damaja,Heroz4hire,14,99.9 Percent,Jeru The Damaja,229.564082,2019-08-18
Jeru The Damaja,Heroz4hire,10,Billie Jean (Safe Sex),Jeru The Damaja,261.328980,2019-08-18
Jeru The Damaja,Heroz4hire,11,Blak Luv,Jeru The Damaja,246.517551,2019-08-18
Jeru The Damaja,Heroz4hire,02,Great Solar Stance,Jeru The Damaja,175.934694,2019-08-18
Jeru The Damaja,The Sun Rises In The East,09,Ain't The Devil Happy,Jeru The Damaja,224.417959,2019-08-18
Jeru The Damaja,The Sun Rises In The East,12,Jungle Music,Jeru The Damaja,231.053061,2019-08-18
Jeru The Damaja,The Sun Rises In The East,02,D Original,Jeru The Damaja,215.745306,2019-08-18
Jeru The Damaja,The Sun Rises In The East,04,Perverted Monks In Tha House (Skit),Jeru The Damaja,73.325714,2019-08-18
Jeru The Damaja,The Sun Rises In The East,03,Brooklyn Took It,Jeru The Damaja,203.493878,2019-08-18
Jeru The Damaja,The Sun Rises In The East,11,Come Clean,Jeru The Damaja,297.090612,2019-08-18
Jeru The Damaja,The Sun Rises In The East,08,Perverted Monks In The House (Theme),Jeru The Damaja,62.066939,2019-08-18
Jeru The Damaja,The Sun Rises In The East,10,My Mind Spray,Jeru The Damaja,225.201633,2019-08-18
Jeru The Damaja,The Sun Rises In The East,13,Statik,Jeru The Damaja,186.775510,2019-08-18
Jeru The Damaja,The Sun Rises In The East,01,Intro (Life),Jeru The Damaja,50.233469,2019-08-18
Jeru The Damaja,The Sun Rises In The East,07,You Can't Stop The Prophet,Jeru The Damaja,234.762449,2019-08-18
Jeru The Damaja,The Sun Rises In The East,06,Da Bitchez,Jeru The Damaja,232.333061,2019-08-18
Jeru The Damaja,Still Rising,16,Streets,Jeru The Damaja,322.194286,2019-08-18
DJ Honda,El Presidente,02,El Presidente (Street),DJ Honda feat. Jeru The Damaja,173.325656,2019-08-18
Jeru The Damaja,You Can't Stop The Prophet,01,You Can't Stop The Prophet (Pete Rock Remix),Jeru The Damaja,304.329725,2019-08-18
Jeru The Damaja,Wrath Of The Math,08,Revenge Of The Prophet (Part 5),Jeru The Damaja,245.133061,2019-08-18
Jeru The Damaja,Wrath Of The Math,09,Scientifical Madness,Jeru The Damaja,254.824490,2019-08-18
Jeru The Damaja,Wrath Of The Math,02,Tha Frustrated Nigga,Jeru The Damaja,190.563265,2019-08-18
Jeru The Damaja,Wrath Of The Math,10,Not The Average,Jeru The Damaja,263.444898,2019-08-18
Jeru The Damaja,Wrath Of The Math,05,Whatever,Jeru The Damaja,196.466939,2019-08-18
Jeru The Damaja,Wrath Of The Math,15,Invasion,Jeru The Damaja,279.954286,2019-08-18
Jeru The Damaja,Wrath Of The Math,13,Too Perverted,Jeru The Damaja,201.142857,2019-08-18
Jeru The Damaja,Wrath Of The Math,04,Tha Bullshit,Jeru The Damaja,120.868571,2019-08-18
Jeru The Damaja,Wrath Of The Math,14,Ya Playin' Yaself,Jeru The Damaja,226.847347,2019-08-18
Jeru The Damaja,Wrath Of The Math,11,Me Or The Papes,Jeru The Damaja,265.586939,2019-08-18
Jeru The Damaja,Wrath Of The Math,03,Black Cowboys,Jeru The Damaja,223.634286,2019-08-18
Jeru The Damaja,Wrath Of The Math,01,Wrath Of The Math,Jeru The Damaja,56.711837,2019-08-18
Jeru The Damaja,Wrath Of The Math,12,How I'm Livin',Jeru The Damaja,263.288163,2019-08-18
Jeru The Damaja,Divine Design,16,Divine Design,Jeru The Damaja,230.478367,2019-08-18
Jeru The Damaja,Divine Design,03,True Skillz,Jeru The Damaja,197.955918,2019-08-18
Jeru The Damaja,Divine Design,02,Logical,Jeru The Damaja,206.785306,2019-08-18
Jeru The Damaja,Divine Design,08,Praise The Lord,Jeru The Damaja,167.105306,2019-08-18
DJ Premier,Primo's Bakery,02,Track 02,DJ Premier,868.440816,2019-08-18
DJ Premier,Primo's Bakery,03,Track 03,DJ Premier,1016.084898,2019-08-18
DJ Premier,Primo's Bakery,01,Track 01,DJ Premier,931.944490,2019-08-18
DJ Premier,On Tha Road Again,09,Raekwon - Baggin Crack,DJ Premier,202.631837,2019-08-18
DJ Premier,On Tha Road Again,02,NYGz - Ready?,DJ Premier,337.136327,2019-08-18
DJ Premier,On Tha Road Again,14,Bekay - Brooklyn Bridge (Feat. Masta Ace),DJ Premier,206.393469,2019-08-18
DJ Premier,On Tha Road Again,04,Dynasty - Femcee,DJ Premier,279.980408,2019-08-18
DJ Premier,On Tha Road Again,13,Shawn Jackson - Talk To Me,DJ Premier,246.125714,2019-08-18
DJ Premier,Beats That Collected Dust Vol. 1,12,Original Represent,DJ Premier,91.193469,2019-08-18
DJ Premier,Beats That Collected Dust Vol. 1,04,Pee-An-Oh,DJ Premier,164.414694,2019-08-18
DJ Premier,Beats That Collected Dust Vol. 1,07,Dink,DJ Premier,177.998367,2019-08-18
DJ Premier,Beats That Collected Dust Vol. 1,08,B-Line,DJ Premier,187.245714,2019-08-18
DJ Premier,Beats That Collected Dust Vol. 1,03,Blow Horn Joint,DJ Premier,218.357551,2019-08-18
DJ Premier,WBLS Thunderstorm Vol. 2,,WBLS Thunderstorm Vol. 2,DJ Premier,4156.081633,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),09,PMD - Leave Your Style Cramped,DJ Premier,171.283878,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),17,Money Boss Players - Walk With A Limp,DJ Premier,201.692292,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),10,Natural Resource - Bum Deal,DJ Premier,321.520422,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),16,"De La Soul, Mos Def & Enoll - Stakes Is High (Remix)",DJ Premier,406.967211,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),13,Gauge - Cranium,DJ Premier,234.061167,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),14,Al Tariq - Think Not,DJ Premier,316.080625,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),04,Busta Rhymes - Live To Regret,DJ Premier,356.341378,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),15,Sadat X - The Interview,DJ Premier,266.709167,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),06,"Ghostface, Cappadonna & Raekwon - Camay",DJ Premier,320.914922,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape A),11,Mr. Voodoo - Shine,DJ Premier,265.095922,2019-08-18
DJ Premier,WBLS Thunderstorm Vol. 5,,WBLS Thunderstorm Vol. 5,DJ Premier,4336.065306,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,10,Giantz Ta Thiz,NYG'z,227.395922,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,19,Look 4 Tha Name,Sonja Blade,222.040792,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,22,Inspiration,The Ranjahz/Cee-Lo,272.875089,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,20,Kick In The Door,The Notorious B.I.G.,214.935500,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,13,When I Be On The Mic,Rakim,222.902878,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,02,Unfuckwitable,Lady Of Rage,221.622878,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,09,Rock Stars,Non Phixion,240.013044,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,21,Rap Phenomenon,The Notorious B.I.G./Redman/Method Man,242.129000,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,01,Incredible,Krumb Snatcha/Gang Starr,222.563256,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD2,11,It's All Real,Pitch Black,239.333878,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,03,Ebonics (Dj Premier Remix),Big L,180.715089,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,07,Thick,D.I.T.C.,223.477544,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,19,So Ghetto,Jay-Z,240.770625,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,14,The Legacy,Group Home/Guru,241.136327,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,18,A Million And One Questions - Rhyme No More,Jay-Z,179.121625,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,16,None Of Y'all Betta,Jadakiss/Sheek/Styles,217.182044,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,09,Dat Gangsta Shit,Fat Joe,172.800000,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,02,Any Type Of Way,Big Daddy Kane,241.057958,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,23,MC's Act Like They Don't Know,KRS-One,283.585292,2019-08-18
DJ Premier,Signature Sounds Vol.1 CD1,06,Devil's Pie,D'Angelo,319.373044,2019-08-18
